cod_ordencompra,cod_insumo,cod_supcantidad,cod_supcalidad,cantidad_recibida,fechahora_cantidad,Cod_Calidad,fechahora_calidad,descripcion
102,410,103,104,96,14/03/2023 11:34,4,14/03/2023 19:44,muy bien
103,412,103,104,112,11/03/2023 00:28,5,11/03/2023 08:37,decente
103,285,103,104,92,21/08/2023 00:29,5,21/08/2023 08:39,bien
103,376,103,104,108,21/09/2023 18:11,4,22/09/2023 02:21,muy bien
103,356,103,104,100,3/08/2023 13:38,4,3/08/2023 21:48,decente
104,245,103,104,103,3/12/2023 15:08,5,3/12/2023 23:18,bien
104,166,103,104,105,20/12/2023 02:21,5,20/12/2023 10:31,muy bien
104,373,103,104,102,30/11/2023 15:50,5,1/12/2023 00:00,decente
105,108,103,104,111,3/12/2023 19:53,5,4/12/2023 04:03,bien
105,438,103,104,104,15/11/2023 03:10,4,15/11/2023 11:19,muy bien
105,374,103,104,91,3/10/2023 21:49,5,4/10/2023 05:59,decente
106,375,103,104,96,20/07/2023 04:12,4,20/07/2023 12:21,bien
106,54,103,104,95,26/08/2023 00:14,3,26/08/2023 08:24,muy bien
106,123,103,104,107,7/10/2023 12:47,3,7/10/2023 20:56,decente
106,213,103,104,92,12/12/2023 16:53,5,13/12/2023 01:03,bien
106,50,103,104,97,6/04/2023 02:35,3,6/04/2023 10:45,muy bien
106,249,103,104,96,15/04/2023 11:09,4,15/04/2023 19:19,decente
107,23,103,104,104,25/10/2023 11:24,5,25/10/2023 19:34,bien
107,212,103,104,95,9/09/2023 14:41,4,9/09/2023 22:51,muy bien
107,133,103,104,102,15/03/2023 14:15,3,15/03/2023 22:24,decente
107,401,103,104,92,8/10/2023 06:20,4,8/10/2023 14:30,bien
108,92,103,104,112,1/02/2023 15:06,5,1/02/2023 23:16,muy bien
108,59,103,104,95,10/05/2023 03:35,3,10/05/2023 11:44,decente
108,437,103,104,93,20/06/2023 03:57,3,20/06/2023 12:06,bien
108,450,103,104,95,14/06/2023 16:56,3,15/06/2023 01:06,muy bien
109,400,103,104,114,23/11/2023 08:16,3,23/11/2023 16:26,decente
109,92,103,104,91,25/11/2023 02:50,3,25/11/2023 10:59,bien
109,20,103,104,102,20/02/2023 00:37,3,20/02/2023 08:47,muy bien
109,382,103,104,102,21/06/2023 00:31,4,21/06/2023 08:40,decente
110,67,103,104,115,28/05/2023 10:12,5,28/05/2023 18:21,bien
110,377,103,104,94,23/04/2023 02:13,4,23/04/2023 10:22,muy bien
110,177,103,104,98,20/03/2023 23:18,3,21/03/2023 07:27,decente
111,59,103,104,107,12/12/2023 09:42,3,12/12/2023 17:51,bien
111,116,103,104,98,31/12/2023 01:40,3,31/12/2023 09:49,muy bien
111,282,103,104,97,30/01/2023 03:54,5,30/01/2023 12:04,decente
111,385,103,104,101,5/07/2023 22:33,3,6/07/2023 06:43,bien
111,453,103,104,107,6/10/2023 16:18,4,7/10/2023 00:28,muy bien
112,344,103,104,112,15/07/2023 22:16,5,16/07/2023 06:26,decente
112,134,103,104,93,10/05/2023 01:58,3,10/05/2023 10:07,bien
112,260,103,104,91,19/01/2023 21:34,3,20/01/2023 05:44,muy bien
112,361,103,104,110,24/10/2023 04:44,5,24/10/2023 12:54,decente
112,53,103,104,113,6/09/2023 15:33,5,6/09/2023 23:42,bien
112,42,103,104,94,25/11/2023 03:38,3,25/11/2023 11:48,muy bien
112,109,103,104,100,28/06/2023 14:18,4,28/06/2023 22:27,decente
113,137,103,104,97,5/08/2023 07:11,5,5/08/2023 15:21,bien
113,11,103,104,114,5/12/2023 02:44,4,5/12/2023 10:53,muy bien
113,222,103,104,97,9/12/2023 03:40,4,9/12/2023 11:50,decente
113,14,103,104,99,23/10/2023 10:19,3,23/10/2023 18:28,bien
114,267,103,104,96,27/04/2023 20:44,5,28/04/2023 04:54,muy bien
114,26,103,104,92,17/03/2023 22:25,3,18/03/2023 06:34,decente
114,33,103,104,115,14/02/2023 12:32,4,14/02/2023 20:42,bien
115,129,103,104,91,13/11/2023 01:32,3,13/11/2023 09:41,muy bien
115,141,103,104,97,10/03/2023 19:30,4,11/03/2023 03:40,decente
115,395,103,104,111,26/06/2023 22:01,4,27/06/2023 06:11,bien
115,177,103,104,110,24/01/2023 05:54,4,24/01/2023 14:03,muy bien
115,320,103,104,110,18/06/2023 06:57,5,18/06/2023 15:07,decente
115,410,103,104,92,7/11/2023 08:33,3,7/11/2023 16:42,bien
115,291,103,104,102,3/12/2023 21:22,4,4/12/2023 05:31,muy bien
116,193,103,104,115,30/01/2023 03:39,5,30/01/2023 11:48,decente
116,389,103,104,109,4/10/2023 17:06,5,5/10/2023 01:15,bien
116,205,103,104,109,8/10/2023 20:24,3,9/10/2023 04:33,muy bien
116,7,103,104,95,19/06/2023 08:35,3,19/06/2023 16:45,decente
116,231,103,104,94,12/08/2023 21:45,5,13/08/2023 05:55,bien
116,230,103,104,101,12/09/2023 21:21,3,13/09/2023 05:30,muy bien
117,16,103,104,99,22/02/2023 00:40,4,22/02/2023 08:50,decente
117,394,103,104,107,11/07/2023 18:37,3,12/07/2023 02:47,bien
117,229,103,104,108,27/02/2023 17:06,4,28/02/2023 01:15,muy bien
117,186,103,104,97,11/05/2023 02:18,4,11/05/2023 10:28,decente
118,297,103,104,93,26/01/2023 05:21,4,26/01/2023 13:30,bien
118,175,103,104,93,26/05/2023 03:19,3,26/05/2023 11:29,muy bien
118,223,103,104,102,2/09/2023 17:26,3,3/09/2023 01:35,decente
118,235,103,104,110,11/03/2023 23:22,3,12/03/2023 07:32,bien
119,305,103,104,107,16/03/2023 22:36,4,17/03/2023 06:45,muy bien
119,32,103,104,97,11/07/2023 02:51,3,11/07/2023 11:00,decente
119,175,103,104,101,19/04/2023 13:16,4,19/04/2023 21:26,bien
120,444,103,104,97,1/07/2023 22:29,5,2/07/2023 06:38,muy bien
120,41,103,104,105,22/09/2023 17:40,3,23/09/2023 01:49,decente
120,40,103,104,103,10/02/2023 21:28,4,11/02/2023 05:37,bien
120,340,103,104,114,12/04/2023 16:04,5,13/04/2023 00:14,muy bien
121,385,103,104,95,25/12/2023 09:45,3,25/12/2023 17:55,decente
121,112,103,104,114,1/03/2023 02:56,3,1/03/2023 11:05,bien
121,398,103,104,104,21/03/2023 10:27,4,21/03/2023 18:37,muy bien
122,94,103,104,107,1/03/2023 20:09,3,2/03/2023 04:19,decente
122,227,103,104,91,15/01/2023 15:55,4,16/01/2023 00:04,bien
122,263,103,104,94,26/12/2023 12:39,5,26/12/2023 20:48,muy bien
122,40,103,104,104,19/11/2023 01:10,4,19/11/2023 09:20,decente
122,134,103,104,97,27/06/2023 13:53,3,27/06/2023 22:03,bien
122,189,103,104,111,4/03/2023 21:11,3,5/03/2023 05:20,muy bien
122,158,103,104,115,25/12/2023 18:23,5,26/12/2023 02:32,decente
122,27,103,104,111,1/12/2023 18:45,3,2/12/2023 02:55,bien
123,196,103,104,101,8/03/2023 19:31,3,9/03/2023 03:41,muy bien
123,47,103,104,106,1/08/2023 05:59,5,1/08/2023 14:08,decente
123,172,103,104,95,3/01/2023 03:19,4,3/01/2023 11:29,bien
124,32,103,104,107,29/11/2023 19:53,3,30/11/2023 04:02,muy bien
124,370,103,104,113,13/11/2023 09:41,4,13/11/2023 17:51,decente
124,326,103,104,96,14/09/2023 06:07,3,14/09/2023 14:17,bien
125,166,103,104,91,5/08/2023 04:49,5,5/08/2023 12:59,muy bien
125,314,103,104,92,3/03/2023 19:24,4,4/03/2023 03:34,decente
125,161,103,104,92,2/10/2023 14:23,3,2/10/2023 22:33,bien
125,275,103,104,103,13/12/2023 20:31,4,14/12/2023 04:40,muy bien
126,363,103,104,91,3/12/2023 18:24,3,4/12/2023 02:33,decente
126,441,103,104,114,3/09/2023 21:00,5,4/09/2023 05:09,bien
126,430,103,104,90,7/04/2023 22:31,5,8/04/2023 06:40,muy bien
126,60,103,104,102,5/05/2023 21:54,4,6/05/2023 06:04,decente
126,303,103,104,102,30/09/2023 07:16,4,30/09/2023 15:26,bien
127,345,103,104,115,28/11/2023 23:13,4,29/11/2023 07:23,muy bien
127,69,103,104,111,11/07/2023 10:38,5,11/07/2023 18:48,decente
127,260,103,104,90,5/05/2023 12:25,4,5/05/2023 20:35,bien
127,371,103,104,106,4/12/2023 05:44,3,4/12/2023 13:53,muy bien
127,53,103,104,93,1/12/2023 18:02,4,2/12/2023 02:12,decente
127,373,103,104,103,12/03/2023 02:09,5,12/03/2023 10:19,bien
128,62,103,104,103,2/08/2023 09:47,5,2/08/2023 17:57,muy bien
128,358,103,104,103,10/02/2023 00:35,4,10/02/2023 08:45,decente
128,30,103,104,93,29/05/2023 08:08,4,29/05/2023 16:18,bien
129,364,103,104,96,1/12/2023 05:16,5,1/12/2023 13:26,muy bien
129,156,103,104,104,15/01/2023 13:58,4,15/01/2023 22:08,decente
129,256,103,104,108,4/09/2023 11:42,5,4/09/2023 19:51,bien
129,412,103,104,110,1/10/2023 12:47,5,1/10/2023 20:56,muy bien
129,151,103,104,100,25/08/2023 18:15,5,26/08/2023 02:24,decente
129,54,103,104,105,25/08/2023 06:16,5,25/08/2023 14:25,bien
130,217,103,104,106,25/08/2023 04:41,4,25/08/2023 12:50,muy bien
130,165,103,104,110,30/09/2023 15:51,3,1/10/2023 00:00,decente
130,144,103,104,98,30/07/2023 09:47,5,30/07/2023 17:57,bien
130,211,103,104,98,3/05/2023 03:24,5,3/05/2023 11:34,muy bien
130,4,103,104,103,11/09/2023 12:23,4,11/09/2023 20:33,decente
131,93,103,104,112,10/09/2023 10:09,3,10/09/2023 18:19,bien
131,335,103,104,95,27/06/2023 17:27,5,28/06/2023 01:37,muy bien
131,94,103,104,111,25/02/2023 23:34,5,26/02/2023 07:43,decente
131,24,103,104,105,11/02/2023 19:34,5,12/02/2023 03:43,bien
131,341,103,104,91,12/09/2023 03:47,4,12/09/2023 11:56,muy bien
132,51,103,104,108,1/01/2023 14:10,5,1/01/2023 22:20,decente
132,288,103,104,93,27/08/2023 17:30,4,28/08/2023 01:39,bien
132,356,103,104,111,10/12/2023 18:38,5,11/12/2023 02:48,muy bien
133,159,103,104,98,24/05/2023 12:00,4,24/05/2023 20:10,decente
133,197,103,104,115,1/06/2023 19:16,5,2/06/2023 03:26,bien
133,372,103,104,100,27/07/2023 15:33,4,27/07/2023 23:43,muy bien
133,212,103,104,94,3/01/2023 06:26,3,3/01/2023 14:36,decente
134,65,103,104,115,17/04/2023 11:52,5,17/04/2023 20:01,bien
134,14,103,104,92,27/08/2023 03:11,4,27/08/2023 11:21,muy bien
134,269,103,104,92,9/11/2023 17:13,3,10/11/2023 01:22,decente
135,9,103,104,95,31/08/2023 02:57,4,31/08/2023 11:07,bien
135,370,103,104,105,16/05/2023 22:39,3,17/05/2023 06:49,muy bien
136,402,103,104,96,10/01/2023 20:23,4,11/01/2023 04:33,decente
136,384,103,104,102,26/04/2023 10:59,4,26/04/2023 19:09,bien
137,455,103,104,101,17/09/2023 08:42,5,17/09/2023 16:52,muy bien
137,126,103,104,103,19/09/2023 15:56,4,20/09/2023 00:05,decente
138,179,103,104,115,2/11/2023 14:17,3,2/11/2023 22:27,bien
138,411,103,104,90,28/04/2023 07:24,5,28/04/2023 15:34,muy bien
139,268,103,104,113,4/05/2023 08:04,3,4/05/2023 16:14,decente
139,212,103,104,112,9/08/2023 06:06,3,9/08/2023 14:15,bien
140,353,103,104,99,26/07/2023 06:00,3,26/07/2023 14:10,muy bien
140,80,103,104,98,27/10/2023 00:01,4,27/10/2023 08:10,decente
140,248,103,104,112,11/05/2023 12:47,5,11/05/2023 20:56,bien
140,349,103,104,106,11/05/2023 15:44,3,11/05/2023 23:54,muy bien
140,424,103,104,97,5/09/2023 15:30,5,5/09/2023 23:39,decente
141,450,103,104,110,17/04/2023 22:47,3,18/04/2023 06:56,bien
141,90,103,104,95,18/07/2023 05:59,5,18/07/2023 14:08,muy bien
141,173,103,104,91,21/12/2023 00:52,5,21/12/2023 09:02,decente
142,178,103,104,91,6/01/2023 19:26,3,7/01/2023 03:36,bien
142,115,103,104,115,17/11/2023 10:35,5,17/11/2023 18:45,muy bien
142,164,103,104,104,14/01/2023 18:46,5,15/01/2023 02:56,decente
143,433,103,104,94,6/06/2023 11:41,3,6/06/2023 19:51,bien
143,17,103,104,105,8/07/2023 03:01,5,8/07/2023 11:11,muy bien
143,228,103,104,107,14/06/2023 14:57,4,14/06/2023 23:06,decente
143,139,103,104,98,14/08/2023 06:25,4,14/08/2023 14:35,bien
143,381,103,104,111,12/10/2023 07:05,3,12/10/2023 15:15,muy bien
144,158,103,104,90,14/12/2023 07:18,4,14/12/2023 15:27,decente
144,17,103,104,115,22/05/2023 02:22,4,22/05/2023 10:31,bien
144,20,103,104,94,29/08/2023 03:58,4,29/08/2023 12:08,muy bien
144,141,103,104,92,10/06/2023 02:57,4,10/06/2023 11:07,decente
144,88,103,104,101,7/06/2023 00:37,5,7/06/2023 08:46,bien
144,386,103,104,99,17/02/2023 11:57,3,17/02/2023 20:06,muy bien
145,452,103,104,112,5/08/2023 09:25,5,5/08/2023 17:35,decente
145,359,103,104,112,30/07/2023 04:14,3,30/07/2023 12:24,bien
145,73,103,104,93,3/03/2023 19:40,5,4/03/2023 03:49,muy bien
145,284,103,104,107,1/02/2023 00:16,5,1/02/2023 08:26,decente
145,100,103,104,111,4/02/2023 01:39,5,4/02/2023 09:48,bien
146,139,103,104,93,4/11/2023 23:32,5,5/11/2023 07:42,muy bien
146,306,103,104,98,17/04/2023 21:44,5,18/04/2023 05:53,decente
146,119,103,104,92,1/10/2023 05:04,3,1/10/2023 13:14,bien
147,238,103,104,91,15/08/2023 06:18,3,15/08/2023 14:28,muy bien
147,359,103,104,90,17/10/2023 23:47,3,18/10/2023 07:56,decente
147,243,103,104,108,4/10/2023 04:06,5,4/10/2023 12:15,bien
147,210,103,104,97,20/09/2023 15:20,3,20/09/2023 23:30,muy bien
148,300,103,104,109,22/09/2023 06:36,5,22/09/2023 14:46,decente
148,328,103,104,105,4/07/2023 23:19,5,5/07/2023 07:28,bien
148,118,103,104,105,1/01/2023 15:48,4,1/01/2023 23:58,muy bien
149,226,103,104,113,27/08/2023 02:43,5,27/08/2023 10:53,decente
149,422,103,104,108,12/01/2023 19:50,5,13/01/2023 04:00,bien
149,25,103,104,101,3/10/2023 13:52,4,3/10/2023 22:02,muy bien
150,427,103,104,108,2/09/2023 12:38,3,2/09/2023 20:48,decente
150,453,103,104,95,8/04/2023 07:30,3,8/04/2023 15:40,bien
150,310,103,104,104,1/05/2023 07:13,4,1/05/2023 15:23,muy bien
151,71,103,104,114,9/09/2023 08:27,5,9/09/2023 16:37,decente
151,31,103,104,115,27/02/2023 06:56,5,27/02/2023 15:06,bien
151,268,103,104,100,7/11/2023 23:09,5,8/11/2023 07:19,muy bien
151,146,103,104,107,13/09/2023 06:33,3,13/09/2023 14:43,decente
152,414,103,104,108,7/10/2023 07:00,5,7/10/2023 15:10,bien
152,386,103,104,99,25/09/2023 06:32,3,25/09/2023 14:42,muy bien
152,389,103,104,108,21/03/2023 03:46,4,21/03/2023 11:55,decente
152,379,103,104,107,30/08/2023 16:46,5,31/08/2023 00:55,bien
152,189,103,104,108,13/12/2023 07:56,4,13/12/2023 16:06,muy bien
152,421,103,104,104,19/09/2023 15:48,5,19/09/2023 23:58,decente
153,290,103,104,94,25/03/2023 02:59,3,25/03/2023 11:09,bien
154,341,103,104,92,12/05/2023 23:25,4,13/05/2023 07:35,muy bien
154,187,103,104,91,12/07/2023 20:53,4,13/07/2023 05:03,decente
154,91,103,104,105,4/09/2023 05:26,5,4/09/2023 13:36,bien
154,411,103,104,107,18/07/2023 16:57,3,19/07/2023 01:06,muy bien
154,381,103,104,94,7/06/2023 22:30,4,8/06/2023 06:40,decente
155,275,103,104,91,25/12/2023 05:13,5,25/12/2023 13:23,bien
155,97,103,104,91,26/11/2023 12:23,5,26/11/2023 20:32,muy bien
155,234,103,104,98,4/05/2023 14:40,4,4/05/2023 22:50,decente
156,268,103,104,95,5/12/2023 12:01,3,5/12/2023 20:11,bien
156,45,103,104,106,18/05/2023 22:03,4,19/05/2023 06:13,muy bien
157,207,103,104,97,30/05/2023 04:44,5,30/05/2023 12:53,decente
157,154,103,104,109,18/02/2023 09:34,4,18/02/2023 17:43,bien
157,330,103,104,112,22/11/2023 06:22,3,22/11/2023 14:32,muy bien
157,35,103,104,92,5/08/2023 03:36,5,5/08/2023 11:45,decente
157,336,103,104,90,29/06/2023 19:01,5,30/06/2023 03:10,bien
158,400,103,104,92,28/06/2023 12:37,4,28/06/2023 20:46,muy bien
158,217,103,104,113,24/05/2023 04:11,4,24/05/2023 12:21,decente
158,95,103,104,94,29/10/2023 07:22,5,29/10/2023 15:31,bien
158,453,103,104,111,6/07/2023 23:14,4,7/07/2023 07:23,muy bien
158,233,103,104,96,4/09/2023 11:39,4,4/09/2023 19:49,decente
159,259,103,104,105,20/09/2023 20:57,3,21/09/2023 05:07,bien
159,382,103,104,114,31/03/2023 17:58,4,1/04/2023 02:08,muy bien
159,254,103,104,103,26/12/2023 15:46,5,26/12/2023 23:56,decente
160,454,103,104,95,16/02/2023 06:36,3,16/02/2023 14:45,bien
160,171,103,104,102,9/07/2023 07:43,5,9/07/2023 15:53,muy bien
160,236,103,104,110,29/12/2023 00:34,3,29/12/2023 08:44,decente
160,227,103,104,94,6/11/2023 09:10,3,6/11/2023 17:20,bien
161,37,103,104,106,16/02/2023 09:56,5,16/02/2023 18:06,muy bien
161,359,103,104,91,19/12/2023 09:51,5,19/12/2023 18:00,decente
161,414,103,104,105,14/02/2023 18:45,3,15/02/2023 02:54,bien
161,428,103,104,95,27/03/2023 22:02,4,28/03/2023 06:11,muy bien
162,343,103,104,90,26/09/2023 00:18,3,26/09/2023 08:27,decente
162,237,103,104,97,1/10/2023 12:38,5,1/10/2023 20:47,bien
162,181,103,104,115,20/10/2023 06:15,4,20/10/2023 14:25,muy bien
162,359,103,104,100,12/01/2023 04:55,4,12/01/2023 13:05,decente
162,260,103,104,111,16/08/2023 19:46,5,17/08/2023 03:56,bien
163,351,103,104,96,27/04/2023 21:12,4,28/04/2023 05:22,muy bien
163,449,103,104,110,31/01/2023 09:49,4,31/01/2023 17:59,decente
163,68,103,104,100,29/06/2023 11:59,3,29/06/2023 20:09,bien
163,279,103,104,91,24/11/2023 14:22,5,24/11/2023 22:31,muy bien
164,355,103,104,104,23/08/2023 12:46,4,23/08/2023 20:55,decente
164,152,103,104,106,17/03/2023 23:49,3,18/03/2023 07:59,bien
164,198,103,104,92,30/11/2023 16:38,4,1/12/2023 00:48,muy bien
165,387,103,104,106,18/03/2023 07:52,3,18/03/2023 16:01,decente
165,331,103,104,105,13/05/2023 21:40,3,14/05/2023 05:50,bien
166,429,103,104,98,22/02/2023 02:45,4,22/02/2023 10:55,muy bien
166,344,103,104,99,28/07/2023 12:24,3,28/07/2023 20:34,decente
166,456,103,104,91,4/08/2023 13:34,4,4/08/2023 21:43,bien
167,98,103,104,104,16/02/2023 14:44,5,16/02/2023 22:53,muy bien
167,244,103,104,95,9/12/2023 16:44,4,10/12/2023 00:54,decente
169,194,103,104,90,3/08/2023 21:46,5,4/08/2023 05:56,bien
169,387,103,104,104,10/09/2023 03:09,5,10/09/2023 11:18,muy bien
169,159,103,104,103,24/03/2023 10:57,5,24/03/2023 19:06,decente
170,274,103,104,104,8/10/2023 05:05,4,8/10/2023 13:15,bien
170,395,103,104,114,13/06/2023 02:01,5,13/06/2023 10:11,muy bien
170,450,103,104,115,19/06/2023 11:04,5,19/06/2023 19:14,decente
170,154,103,104,114,6/01/2023 04:02,5,6/01/2023 12:12,bien
170,436,103,104,100,24/09/2023 23:50,3,25/09/2023 08:00,muy bien
171,38,103,104,109,3/09/2023 06:57,5,3/09/2023 15:07,decente
172,341,103,104,110,6/02/2023 10:43,4,6/02/2023 18:53,bien
172,180,103,104,108,1/10/2023 17:28,5,2/10/2023 01:38,muy bien
172,48,103,104,102,24/09/2023 14:53,5,24/09/2023 23:03,decente
172,83,103,104,111,16/01/2023 21:04,3,17/01/2023 05:13,bien
172,206,103,104,102,9/12/2023 11:26,5,9/12/2023 19:36,muy bien
173,383,103,104,101,29/11/2023 10:45,4,29/11/2023 18:54,decente
173,146,103,104,109,13/08/2023 05:21,3,13/08/2023 13:30,bien
173,170,103,104,113,6/11/2023 01:25,5,6/11/2023 09:34,muy bien
173,304,103,104,110,26/03/2023 22:36,4,27/03/2023 06:46,decente
174,96,103,104,104,29/12/2023 18:36,5,30/12/2023 02:45,bien
174,121,103,104,111,21/11/2023 13:24,5,21/11/2023 21:34,muy bien
174,9,103,104,107,7/07/2023 12:39,5,7/07/2023 20:49,decente
174,268,103,104,90,6/09/2023 16:59,4,7/09/2023 01:09,bien
174,169,103,104,97,30/04/2023 16:47,3,1/05/2023 00:56,muy bien
175,265,103,104,97,24/08/2023 22:10,3,25/08/2023 06:20,decente
175,101,103,104,108,1/09/2023 10:42,5,1/09/2023 18:52,bien
175,91,103,104,112,4/01/2023 22:56,4,5/01/2023 07:06,muy bien
175,434,103,104,94,7/11/2023 02:06,5,7/11/2023 10:15,decente
175,361,103,104,96,18/09/2023 14:41,3,18/09/2023 22:51,bien
175,274,103,104,114,19/06/2023 03:25,4,19/06/2023 11:35,muy bien
176,24,103,104,95,18/12/2023 11:03,3,18/12/2023 19:12,decente
176,442,103,104,108,8/11/2023 08:42,4,8/11/2023 16:51,bien
176,152,103,104,107,10/09/2023 14:58,4,10/09/2023 23:08,muy bien
176,254,103,104,106,12/05/2023 07:14,3,12/05/2023 15:23,decente
177,111,103,104,108,8/04/2023 11:21,3,8/04/2023 19:31,bien
177,25,103,104,113,20/02/2023 21:18,4,21/02/2023 05:28,muy bien
177,6,103,104,107,15/07/2023 15:26,3,15/07/2023 23:36,decente
177,263,103,104,97,30/01/2023 06:55,5,30/01/2023 15:05,bien
178,99,103,104,104,11/02/2023 08:59,4,11/02/2023 17:09,muy bien
178,112,103,104,105,26/05/2023 18:07,4,27/05/2023 02:17,decente
178,262,103,104,109,27/11/2023 11:33,4,27/11/2023 19:42,bien
178,252,103,104,97,10/10/2023 21:13,3,11/10/2023 05:23,muy bien
178,386,103,104,103,21/02/2023 22:44,3,22/02/2023 06:53,decente
179,213,103,104,94,8/04/2023 18:34,4,9/04/2023 02:43,bien
179,59,103,104,112,11/05/2023 11:36,3,11/05/2023 19:46,muy bien
179,324,103,104,93,8/03/2023 04:48,4,8/03/2023 12:57,decente
179,415,103,104,101,31/03/2023 18:51,4,1/04/2023 03:00,bien
179,83,103,104,90,12/10/2023 09:57,5,12/10/2023 18:07,muy bien
179,50,103,104,90,14/02/2023 04:22,3,14/02/2023 12:32,decente
179,318,103,104,92,23/07/2023 21:50,4,24/07/2023 05:59,bien
179,453,103,104,112,14/06/2023 02:04,3,14/06/2023 10:14,muy bien
179,35,103,104,94,26/07/2023 07:17,4,26/07/2023 15:27,decente
180,336,103,104,111,25/10/2023 02:40,4,25/10/2023 10:50,bien
180,110,103,104,115,21/11/2023 03:44,5,21/11/2023 11:54,muy bien
180,442,103,104,99,28/04/2023 11:47,5,28/04/2023 19:57,decente
181,80,103,104,109,15/05/2023 19:20,5,16/05/2023 03:30,bien
182,274,103,104,104,8/09/2023 09:53,5,8/09/2023 18:03,muy bien
182,443,103,104,110,21/07/2023 13:02,4,21/07/2023 21:11,decente
182,225,103,104,92,3/11/2023 16:45,3,4/11/2023 00:55,bien
182,169,103,104,107,27/01/2023 22:28,3,28/01/2023 06:37,muy bien
183,161,103,104,111,27/03/2023 00:19,5,27/03/2023 08:28,decente
183,414,103,104,102,2/06/2023 01:32,3,2/06/2023 09:41,bien
183,157,103,104,113,22/05/2023 19:47,3,23/05/2023 03:56,muy bien
184,373,103,104,96,9/04/2023 17:02,4,10/04/2023 01:12,decente
184,256,103,104,100,7/10/2023 18:06,3,8/10/2023 02:16,bien
184,5,103,104,97,11/04/2023 16:58,3,12/04/2023 01:08,muy bien
185,315,103,104,111,1/12/2023 04:10,5,1/12/2023 12:20,decente
185,94,103,104,95,10/02/2023 07:02,3,10/02/2023 15:11,bien
185,197,103,104,114,19/07/2023 09:10,3,19/07/2023 17:20,muy bien
186,236,103,104,93,2/01/2023 15:49,4,2/01/2023 23:59,decente
186,36,103,104,113,1/10/2023 16:21,5,2/10/2023 00:30,bien
186,336,103,104,98,23/03/2023 22:12,5,24/03/2023 06:22,muy bien
187,288,103,104,97,23/11/2023 02:49,3,23/11/2023 10:59,decente
187,345,103,104,107,22/08/2023 13:57,3,22/08/2023 22:07,bien
187,390,103,104,97,28/05/2023 03:46,3,28/05/2023 11:56,muy bien
187,271,103,104,91,10/04/2023 11:46,3,10/04/2023 19:56,decente
188,132,103,104,113,17/06/2023 19:50,5,18/06/2023 04:00,bien
188,256,103,104,108,20/11/2023 06:48,3,20/11/2023 14:57,muy bien
188,134,103,104,102,18/11/2023 14:42,4,18/11/2023 22:52,decente
188,376,103,104,114,14/11/2023 13:07,4,14/11/2023 21:17,bien
188,225,103,104,97,1/05/2023 16:19,5,2/05/2023 00:28,muy bien
188,424,103,104,91,21/06/2023 22:31,4,22/06/2023 06:40,decente
188,148,103,104,92,29/09/2023 00:50,4,29/09/2023 09:00,bien
189,134,103,104,110,1/02/2023 03:18,5,1/02/2023 11:27,muy bien
189,114,103,104,103,25/01/2023 14:14,4,25/01/2023 22:24,decente
189,249,103,104,92,6/06/2023 09:35,5,6/06/2023 17:44,bien
189,392,103,104,113,4/06/2023 12:13,4,4/06/2023 20:22,muy bien
189,64,103,104,102,17/02/2023 11:44,4,17/02/2023 19:54,decente
189,416,103,104,103,25/12/2023 01:24,3,25/12/2023 09:34,bien
190,412,103,104,95,7/01/2023 19:00,4,8/01/2023 03:10,muy bien
190,368,103,104,97,7/07/2023 03:53,4,7/07/2023 12:02,decente
191,46,103,104,98,20/06/2023 06:45,4,20/06/2023 14:55,bien
191,115,103,104,109,25/10/2023 21:36,5,26/10/2023 05:45,muy bien
191,140,103,104,103,19/08/2023 05:19,5,19/08/2023 13:28,decente
192,319,103,104,104,20/04/2023 11:34,5,20/04/2023 19:44,bien
192,1,103,104,112,4/05/2023 08:43,3,4/05/2023 16:52,muy bien
193,22,103,104,104,11/11/2023 01:00,4,11/11/2023 09:10,decente
194,212,103,104,108,20/10/2023 06:37,3,20/10/2023 14:46,bien
194,454,103,104,92,10/07/2023 17:32,3,11/07/2023 01:42,muy bien
194,4,103,104,114,23/05/2023 09:52,3,23/05/2023 18:01,decente
194,425,103,104,106,26/10/2023 04:27,4,26/10/2023 12:37,bien
194,73,103,104,96,18/01/2023 01:39,4,18/01/2023 09:48,muy bien
194,163,103,104,113,30/05/2023 01:19,3,30/05/2023 09:28,decente
194,254,103,104,101,22/10/2023 08:38,5,22/10/2023 16:48,bien
195,448,103,104,101,17/03/2023 02:29,3,17/03/2023 10:39,muy bien
195,415,103,104,96,1/01/2023 12:58,5,1/01/2023 21:07,decente
195,248,103,104,102,12/09/2023 07:53,3,12/09/2023 16:03,bien
195,374,103,104,98,16/03/2023 11:27,5,16/03/2023 19:37,muy bien
196,206,103,104,102,13/05/2023 05:59,3,13/05/2023 14:08,decente
196,453,103,104,104,20/02/2023 08:51,3,20/02/2023 17:01,bien
197,69,103,104,92,4/12/2023 10:31,4,4/12/2023 18:40,muy bien
197,199,103,104,114,28/07/2023 07:26,5,28/07/2023 15:36,decente
198,61,103,104,91,1/08/2023 21:33,5,2/08/2023 05:43,bien
198,195,103,104,103,9/02/2023 03:11,3,9/02/2023 11:20,muy bien
198,250,103,104,102,11/11/2023 11:29,5,11/11/2023 19:39,decente
198,356,103,104,102,20/04/2023 04:43,3,20/04/2023 12:52,bien
